contract,comd,status,batch_count,tick_count,bars_match,bar_diff,times_match,volume_match,turnover_match,open_interest_match
CF1509,CF,ok,12818,12818,True,0,True,True,True,True
pb2212,pb,ok,23228,23228,True,0,True,True,True,True
jd2101,jd,ok,11808,11808,True,0,True,True,True,True
j1402,j,ok,10869,10869,True,0,True,True,True,True
IF1109,IF,ok,8000,8000,True,0,True,True,True,True
fu1312,fu,ok,6486,6486,True,0,True,True,True,True
ZC2208,ZC,ok,13981,13981,True,0,True,True,True,True
zn2003,zn,ok,21758,21758,True,0,True,True,True,True
ru1811,ru,ok,17637,17637,True,0,True,True,True,True
eg2207,eg,ok,17417,17417,True,0,True,True,True,True
ZC2411,ZC,ok,9923,9923,True,0,True,True,True,True
pg2303,pg,ok,16968,16968,True,0,True,True,True,True
MA2204,MA,ok,17564,17564,True,0,True,True,True,True
sp2206,sp,ok,17478,17478,True,0,True,True,True,True
bu1503,bu,ok,15701,15701,True,0,True,True,True,True
fu2309,fu,ok,17564,17564,True,0,True,True,True,True
ss2209,ss,ok,22960,22960,True,0,True,True,True,True
eg2602,eg,ok,11361,11361,True,0,True,True,True,True
ag1904,ag,ok,27446,27446,True,0,True,True,True,True
TA2306,TA,ok,17662,17662,True,0,True,True,True,True
RS2508,RS,ok,11270,11270,True,0,True,True,True,True
v2002,v,ok,15675,15675,True,0,True,True,True,True
JR1907,JR,ok,11122,11122,True,0,True,True,True,True
ME1211,ME,ok,2716,2716,True,0,True,True,True,True
ME1310,ME,ok,3611,3611,True,0,True,True,True,True
zn2402,zn,ok,23349,23349,True,0,True,True,True,True
ss2409,ss,ok,23119,23119,True,0,True,True,True,True
CJ2305,CJ,ok,11663,11663,True,0,True,True,True,True
jd1904,jd,ok,11534,11534,True,0,True,True,True,True
PM1703,PM,ok,10525,10525,True,0,True,True,True,True
FG1309,FG,ok,583,583,True,0,True,True,True,True
TA1502,TA,ok,10324,10324,True,0,True,True,True,True
b2601,b,ok,13015,13015,True,0,True,True,True,True
a1511,a,ok,22076,22076,True,0,True,True,True,True
au2509,au,ok,7475,7475,True,0,True,True,True,True
bb1408,bb,ok,8056,8056,True,0,True,True,True,True
sc2302,sc,ok,26900,26900,True,0,True,True,True,True
IC2105,IC,ok,2050,2050,True,0,True,True,True,True
PF2307,PF,ok,17563,17563,True,0,True,True,True,True
